33.50,5.00,-5.0 ,,,,
10.0 ,7.0 ,-5.0 ,12 ,7 ,,
10.0 ,7.0 ,0.0 ,,,,
10.0 ,43.0 ,0.0 ,,,,
10.0 ,43.0 ,-5.0 ,,,,
10.0 ,25.0 ,-5.0 ,,,,
10.0 ,25.0 ,0.0 ,,,,
40.0 ,25.0 ,0.0 ,,,,
40.0 ,25.0 ,-5.0 ,,,,
40.0 ,43.0 ,-5.0 ,,,,
40.0 ,43.0 ,0.0 ,,,,
40.0 ,7.0 ,0.0 ,,,,
40.0 ,7.0 ,-5.0 ,,,,
20.0 ,7.0 ,-5.0 ,12 ,8 ,,
